evidence_row_id,species_latin_name,project_accession,site_record_id,sample_record_ids,sample_rows_present,sample_lineage_present,site_evidence_present,chronology_evidence_present,coordinate_provenance_present,sample_locality_matches_site_record,sample_lineage_paths,site_evidence_path,site_evidence_locator,chronology_provenance_paths,coordinate_provenance_path,coordinate_provenance_locator,fully_accountable
animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-lamondire-france,Equus caballus,PRJEB44430,equus_caballus:locality:prjeb44430:lamondire:france,equus_caballus:sample:prjeb44430:samea9533404,true,true,true,true,true,true,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row43,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row43,true
animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-lecloseau-france,Equus caballus,PRJEB44430,equus_caballus:locality:prjeb44430:lecloseau:france,equus_caballus:sample:prjeb44430:samea9533221,true,true,true,true,true,true,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row84,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row84,true
animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-litovice-czechrepublic,Equus caballus,PRJEB44430,equus_caballus:locality:prjeb44430:litovice:czechrepublic,equus_caballus:sample:prjeb44430:samea9533351,true,true,true,true,true,true,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row118,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row118,true
animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-magor-unitedkingdom,Equus caballus,PRJEB44430,equus_caballus:locality:prjeb44430:magor:unitedkingdom,equus_caballus:sample:prjeb44430:samea9533314,true,true,true,true,true,true,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row165,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row165,true
animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-medvezhiyacave-russia,Equus caballus,PRJEB44430,equus_caballus:locality:prjeb44430:medvezhiyacave:russia,equus_caballus:sample:prjeb44430:samea9533275;equus_caballus:sample:prjeb44430:samea9533276;equus_caballus:sample:prjeb44430:samea9533277;equus_caballus:sample:prjeb44430:samea9533278,true,true,true,true,true,true,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row267,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row267,true
animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-michurunoi-kazakhstan,Equus caballus,PRJEB44430,equus_caballus:locality:prjeb44430:michurunoi:kazakhstan,equus_caballus:sample:prjeb44430:samea9533316,true,true,true,true,true,true,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row179,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row179,true
animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-miciurin-moldova,Equus caballus,PRJEB44430,equus_caballus:locality:prjeb44430:miciurin:moldova,equus_caballus:sample:prjeb44430:samea9533315;equus_caballus:sample:prjeb44430:samea9533317,true,true,true,true,true,true,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row74,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row74,true
animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-miechw3-poland,Equus caballus,PRJEB44430,equus_caballus:locality:prjeb44430:miechw3:poland,equus_caballus:sample:prjeb44430:samea9533346;equus_caballus:sample:prjeb44430:samea9533347,true,true,true,true,true,true,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row135,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row135,true
animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-monostoynuga-mongolia,Equus caballus,PRJEB44430,equus_caballus:locality:prjeb44430:monostoynuga:mongolia,equus_caballus:sample:prjeb44430:samea9533319;equus_caballus:sample:prjeb44430:samea9533320;equus_caballus:sample:prjeb44430:samea9533321;equus_caballus:sample:prjeb44430:samea9533322,true,true,true,true,true,true,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row101,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row101,true
animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-morinmort-mongolia,Equus caballus,PRJEB44430,equus_caballus:locality:prjeb44430:morinmort:mongolia,equus_caballus:sample:prjeb44430:samea9533313,true,true,true,true,true,true,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row67,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row67,true
animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-mozgawa13-poland,Equus caballus,PRJEB44430,equus_caballus:locality:prjeb44430:mozgawa13:poland,equus_caballus:sample:prjeb44430:samea9533348;equus_caballus:sample:prjeb44430:samea9533349,true,true,true,true,true,true,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row139,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row139,true
animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-nandrupeteracurat-romania,Equus caballus,PRJEB44430,equus_caballus:locality:prjeb44430:nandrupeteracurat:romania,equus_caballus:sample:prjeb44430:samea9533390,true,true,true,true,true,true,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row63,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row63,true
animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-nikolskaya-russia,Equus caballus,PRJEB44430,equus_caballus:locality:prjeb44430:nikolskaya:russia,equus_caballus:sample:prjeb44430:samea9533380;equus_caballus:sample:prjeb44430:samea9533381;equus_caballus:sample:prjeb44430:samea9533382,true,true,true,true,true,true,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row248,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row248,true
animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-nitrianskyhrdok-slovakia,Equus caballus,PRJEB44430,equus_caballus:locality:prjeb44430:nitrianskyhrdok:slovakia,equus_caballus:sample:prjeb44430:samea9533327,true,true,true,true,true,true,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row76,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row76,true
animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-noviyekluchiiii-russia,Equus caballus,PRJEB44430,equus_caballus:locality:prjeb44430:noviyekluchiiii:russia,equus_caballus:sample:prjeb44430:samea9533303,true,true,true,true,true,true,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row233,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row233,true
animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-novoilinkaiii-russia,Equus caballus,PRJEB44430,equus_caballus:locality:prjeb44430:novoilinkaiii:russia,equus_caballus:sample:prjeb44430:samea9533328;equus_caballus:sample:prjeb44430:samea9533329,true,true,true,true,true,true,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row240,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row240,true
animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-novoilinkavi-russia,Equus caballus,PRJEB44430,equus_caballus:locality:prjeb44430:novoilinkavi:russia,equus_caballus:sample:prjeb44430:samea9533330;equus_caballus:sample:prjeb44430:samea9533331;equus_caballus:sample:prjeb44430:samea9533332,true,true,true,true,true,true,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row242,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row242,true
animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-novoilinovskiy2-kazakhstan,Equus caballus,PRJEB44430,equus_caballus:locality:prjeb44430:novoilinovskiy2:kazakhstan,equus_caballus:sample:prjeb44430:samea9533333;equus_caballus:sample:prjeb44430:samea9533334,true,true,true,true,true,true,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row182,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row182,true
animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-oroshaemoei-russia,Equus caballus,PRJEB44430,equus_caballus:locality:prjeb44430:oroshaemoei:russia,equus_caballus:sample:prjeb44430:samea9533386,true,true,true,true,true,true,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row126,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row126,true
animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-ouren-russia,Equus caballus,PRJEB44430,equus_caballus:locality:prjeb44430:ouren:russia,equus_caballus:sample:prjeb44430:samea9533298;equus_caballus:sample:prjeb44430:samea9533299,true,true,true,true,true,true,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row238,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row238,true
animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-pershinskaya-russia,Equus caballus,PRJEB44430,equus_caballus:locality:prjeb44430:pershinskaya:russia,equus_caballus:sample:prjeb44430:samea9533372;equus_caballus:sample:prjeb44430:samea9533373;equus_caballus:sample:prjeb44430:samea9533374;equus_caballus:sample:prjeb44430:samea9533375;equus_caballus:sample:prjeb44430:samea9533376;equus_caballus:sample:prjeb44430:samea9533377,true,true,true,true,true,true,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row254,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row254,true
animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-pielgrzymowice6-poland,Equus caballus,PRJEB44430,equus_caballus:locality:prjeb44430:pielgrzymowice6:poland,equus_caballus:sample:prjeb44430:samea9533350,true,true,true,true,true,true,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row123,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row123,true
animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-pietrele-romania,Equus caballus,PRJEB44430,equus_caballus:locality:prjeb44430:pietrele:romania,equus_caballus:sample:prjeb44430:samea9533338,true,true,true,true,true,true,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row45,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row45,true
animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-potapovka-russia,Equus caballus,PRJEB44430,equus_caballus:locality:prjeb44430:potapovka:russia,equus_caballus:sample:prjeb44430:samea9533222;equus_caballus:sample:prjeb44430:samea9533367,true,true,true,true,true,true,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row245,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row245,true
animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-repinkhutor-russia,Equus caballus,PRJEB44430,equus_caballus:locality:prjeb44430:repinkhutor:russia,equus_caballus:sample:prjeb44430:samea9533293;equus_caballus:sample:prjeb44430:samea9533294,true,true,true,true,true,true,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row91,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row91,true
animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-ridala-estonia,Equus caballus,PRJEB44430,equus_caballus:locality:prjeb44430:ridala:estonia,equus_caballus:sample:prjeb44430:samea9533229;equus_caballus:sample:prjeb44430:samea9533365;equus_caballus:sample:prjeb44430:samea9533366,true,true,true,true,true,true,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row262,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row262,true
animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-sagzabad-iran,Equus caballus,PRJEB44430,equus_caballus:locality:prjeb44430:sagzabad:iran,equus_caballus:sample:prjeb44430:samea9533392,true,true,true,true,true,true,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row9,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row9,true
animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-semenovka1-ukraine,Equus caballus,PRJEB44430,equus_caballus:locality:prjeb44430:semenovka1:ukraine,equus_caballus:sample:prjeb44430:samea9533410,true,true,true,true,true,true,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row66,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row66,true
animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-serpievskaya-russia,Equus caballus,PRJEB44430,equus_caballus:locality:prjeb44430:serpievskaya:russia,equus_caballus:sample:prjeb44430:samea9533383,true,true,true,true,true,true,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row247,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row247,true
animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-shidertyiii-kazakhstan,Equus caballus,PRJEB44430,equus_caballus:locality:prjeb44430:shidertyiii:kazakhstan,equus_caballus:sample:prjeb44430:samea9533393,true,true,true,true,true,true,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row166,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row166,true
animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-shilikty5-kazakhstan,Equus caballus,PRJEB44430,equus_caballus:locality:prjeb44430:shilikty5:kazakhstan,equus_caballus:sample:prjeb44430:samea9533290,true,true,true,true,true,true,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row69,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row69,true
animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-sholma1-russia,Equus caballus,PRJEB44430,equus_caballus:locality:prjeb44430:sholma1:russia,equus_caballus:sample:prjeb44430:samea9533394,true,true,true,true,true,true,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row251,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row251,true
animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-sigarra-spain,Equus caballus,PRJEB44430,equus_caballus:locality:prjeb44430:sigarra:spain,equus_caballus:sample:prjeb44430:samea9533407,true,true,true,true,true,true,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row40,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row40,true
